registry_id,state,navy,asset_name,ship_prefix,hull_number,designation,class_name,category,subtype,propulsion,commission_date,date_precision,decommission_date,status_1947,status_1985,final_disposition,full_load_tonnes,submerged_displacement_tonnes,standard_crew,standard_air_group,primary_armament_or_payload,principal_role,construction_origin,predecessor_designation,canon_status,source_basis,notes
BRI-00795,Britain,Royal Navy,Statesman,HMS,P54,HMS Statesman,S,SSK,Coastal patrol submarine,Diesel-electric; two shafts,1945,year,1968,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",814,990,48,,Six 533 mm torpedo tubes; twelve torpedoes; one 76 mm deck gun,"North Sea, Mediterranean, and coastal patrol",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S characteristics; https://en.wikipedia.org/wiki/British_S-class_submarine_(1931),"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S roster or its period-correct continuation; pennant P54 remains the registry identifier."
BRI-00763,Britain,Royal Navy,Trump,HMS,P22,HMS Trump,T,SSK,Ocean patrol submarine,Diesel-electric; two shafts,1945,year,1955,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1327,1575,61,,Ten 533 mm torpedo tubes; sixteen torpedoes; one 102 mm deck gun,Ocean patrol and fleet attack,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical T characteristics; https://en.wikipedia.org/wiki/British_T-class_submarine,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the T roster or its period-correct continuation; pennant P22 remains the registry identifier."
BRI-00764,Britain,Royal Navy,Truncheon,HMS,P23,HMS Truncheon,T,SSK,Ocean patrol submarine,Diesel-electric; two shafts,1945,year,1956,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1327,1575,61,,Ten 533 mm torpedo tubes; sixteen torpedoes; one 102 mm deck gun,Ocean patrol and fleet attack,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical T characteristics; https://en.wikipedia.org/wiki/British_T-class_submarine,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the T roster or its period-correct continuation; pennant P23 remains the registry identifier."
BRI-00765,Britain,Royal Navy,Turpin,HMS,P24,HMS Turpin,T,SSK,Ocean patrol submarine,Diesel-electric; two shafts,1945,year,1956,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1327,1575,61,,Ten 533 mm torpedo tubes; sixteen torpedoes; one 102 mm deck gun,Ocean patrol and fleet attack,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical T characteristics; https://en.wikipedia.org/wiki/British_T-class_submarine,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the T roster or its period-correct continuation; pennant P24 remains the registry identifier."
BRI-00814,Britain,Royal Navy,Vivid,HMS,P73,HMS Vivid,U/V,SSK,Coastal training and patrol submarine,Diesel-electric; two shafts,1945,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",640,742,33,,Four 533 mm torpedo tubes; eight torpedoes; one 76 mm deck gun,"Coastal patrol, training, and Mediterranean operations",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical U/V characteristics; https://en.wikipedia.org/wiki/British_U-class_submarine,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the U/V roster or its period-correct continuation; pennant P73 remains the registry identifier."
BRI-00815,Britain,Royal Navy,Voracious,HMS,P74,HMS Voracious,U/V,SSK,Coastal training and patrol submarine,Diesel-electric; two shafts,1945,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",640,742,33,,Four 533 mm torpedo tubes; eight torpedoes; one 76 mm deck gun,"Coastal patrol, training, and Mediterranean operations",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical U/V characteristics; https://en.wikipedia.org/wiki/British_U-class_submarine,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the U/V roster or its period-correct continuation; pennant P74 remains the registry identifier."
BRI-00011,Britain,Royal Navy,Vanguard,HMS,23,HMS Vanguard,Vanguard,Battleship,Fast battleship,Oil-fired geared steam turbine,1946,year,,Operational,Mobilization reserve,Mobilization reserve,51420,,1975,,Eight 381 mm guns; sixteen 133 mm dual-purpose guns; 40 mm antiaircraft guns,Battle-line and postwar reserve,Britain,,Explicit canon,Naval transcript § British capital-ship survivors,Historical class assignment; alternate survival and retirement remain setting canon or extrapolation.
BRI-00492,Britain,Royal Navy,Caesar,HMS,D137,HMS Caesar,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1972,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D137 remains the registry identifier."
BRI-00493,Britain,Royal Navy,Cambrian,HMS,D138,HMS Cambrian,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1972,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D138 remains the registry identifier."
BRI-00494,Britain,Royal Navy,Caprice,HMS,D139,HMS Caprice,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1973,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D139 remains the registry identifier."
BRI-00496,Britain,Royal Navy,Carysfort,HMS,D141,HMS Carysfort,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1973,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D141 remains the registry identifier."
BRI-00495,Britain,Royal Navy,Cromwell,HMS,D140,HMS Cromwell,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1973,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D140 remains the registry identifier."
BRI-00063,Britain,Royal Navy,Hogue,HMS,D162,HMS Hogue,Battle,Destroyer,Fleet destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1963,Operational,Decommissioned,Retired or disposed; exact fate open,3500,,268,,Four 114 mm dual-purpose guns; 40 mm antiaircraft guns; eight 533 mm torpedo tubes; Squid and depth charges,Radar-directed gun destroyer,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Battle-class_destroyer,Personal name assigned from the Battle roster or its period-correct continuation; pennant D162 remains the registry identifier.
BRI-00064,Britain,Royal Navy,Lagos,HMS,D163,HMS Lagos,Battle,Destroyer,Fleet destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1964,Operational,Decommissioned,Retired or disposed; exact fate open,3500,,268,,Four 114 mm dual-purpose guns; 40 mm antiaircraft guns; eight 533 mm torpedo tubes; Squid and depth charges,Radar-directed gun destroyer,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Battle-class_destroyer,Personal name assigned from the Battle roster or its period-correct continuation; pennant D163 remains the registry identifier.
BRI-00065,Britain,Royal Navy,Solebay,HMS,D164,HMS Solebay,Battle,Destroyer,Fleet destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1964,Operational,Decommissioned,Retired or disposed; exact fate open,3500,,268,,Four 114 mm dual-purpose guns; 40 mm antiaircraft guns; eight 533 mm torpedo tubes; Squid and depth charges,Radar-directed gun destroyer,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Battle-class_destroyer,Personal name assigned from the Battle roster or its period-correct continuation; pennant D164 remains the registry identifier.
BRI-00066,Britain,Royal Navy,St James,HMS,D165,HMS St James,Battle,Destroyer,Fleet destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1965,Operational,Decommissioned,Retired or disposed; exact fate open,3500,,268,,Four 114 mm dual-purpose guns; 40 mm antiaircraft guns; eight 533 mm torpedo tubes; Squid and depth charges,Radar-directed gun destroyer,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Battle-class_destroyer,Personal name assigned from the Battle roster or its period-correct continuation; pennant D165 remains the registry identifier.
BRI-00490,Britain,Royal Navy,Zambesi,HMS,D135,HMS Zambesi,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1972,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D135 remains the registry identifier."
BRI-00484,Britain,Royal Navy,Zealous,HMS,D129,HMS Zealous,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D129 remains the registry identifier."
BRI-00485,Britain,Royal Navy,Zebra,HMS,D130,HMS Zebra,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D130 remains the registry identifier."
BRI-00491,Britain,Royal Navy,Zeeland,HMS,D136,HMS Zeeland,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1972,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D136 remains the registry identifier."
BRI-00486,Britain,Royal Navy,Zenith,HMS,D131,HMS Zenith,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D131 remains the registry identifier."
BRI-00487,Britain,Royal Navy,Zephyr,HMS,D132,HMS Zephyr,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D132 remains the registry identifier."
BRI-00488,Britain,Royal Navy,Zest,HMS,D133,HMS Zest,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1972,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D133 remains the registry identifier."
BRI-00489,Britain,Royal Navy,Zodiac,HMS,D134,HMS Zodiac,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1946,year,1972,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D134 remains the registry identifier."
BRI-00704,Britain,Royal Navy,Amberley Castle,HMS,K195,HMS Amberley Castle,Castle,Frigate,Ocean corvette,Triple-expansion steam engine; one shaft,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1060,,112,,One 102 mm gun; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy escort and close ASW,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Castle characteristics; https://en.wikipedia.org/wiki/Castle-class_corvette,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Castle roster or its period-correct continuation; pennant K195 remains the registry identifier."
BRI-00705,Britain,Royal Navy,Berkeley Castle,HMS,K196,HMS Berkeley Castle,Castle,Frigate,Ocean corvette,Triple-expansion steam engine; one shaft,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1060,,112,,One 102 mm gun; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy escort and close ASW,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Castle characteristics; https://en.wikipedia.org/wiki/Castle-class_corvette,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Castle roster or its period-correct continuation; pennant K196 remains the registry identifier."
BRI-00706,Britain,Royal Navy,Carisbrooke Castle,HMS,K197,HMS Carisbrooke Castle,Castle,Frigate,Ocean corvette,Triple-expansion steam engine; one shaft,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1060,,112,,One 102 mm gun; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy escort and close ASW,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Castle characteristics; https://en.wikipedia.org/wiki/Castle-class_corvette,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Castle roster or its period-correct continuation; pennant K197 remains the registry identifier."
BRI-00707,Britain,Royal Navy,Dumbarton Castle,HMS,K198,HMS Dumbarton Castle,Castle,Frigate,Ocean corvette,Triple-expansion steam engine; one shaft,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1060,,112,,One 102 mm gun; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy escort and close ASW,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Castle characteristics; https://en.wikipedia.org/wiki/Castle-class_corvette,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Castle roster or its period-correct continuation; pennant K198 remains the registry identifier."
BRI-00708,Britain,Royal Navy,Hurst Castle,HMS,K199,HMS Hurst Castle,Castle,Frigate,Ocean corvette,Triple-expansion steam engine; one shaft,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1060,,112,,One 102 mm gun; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy escort and close ASW,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Castle characteristics; https://en.wikipedia.org/wiki/Castle-class_corvette,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Castle roster or its period-correct continuation; pennant K199 remains the registry identifier."
BRI-00130,Britain,Royal Navy,Loch Gorm,HMS,F247,HMS Loch Gorm,Loch/Bay,Frigate,ASW frigate,Triple-expansion steam engines; two shafts,1946,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,2300,,114,,Two 102 mm guns; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy ASW escort,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Loch-class_frigate,Personal name assigned from the Loch/Bay roster or its period-correct continuation; pennant F247 remains the registry identifier.
BRI-00131,Britain,Royal Navy,Loch Insh,HMS,F248,HMS Loch Insh,Loch/Bay,Frigate,ASW frigate,Triple-expansion steam engines; two shafts,1946,year,1960,Operational,Decommissioned,Retired or disposed; exact fate open,2300,,114,,Two 102 mm guns; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy ASW escort,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Loch-class_frigate,Personal name assigned from the Loch/Bay roster or its period-correct continuation; pennant F248 remains the registry identifier.
BRI-00132,Britain,Royal Navy,Loch Katrine,HMS,F249,HMS Loch Katrine,Loch/Bay,Frigate,ASW frigate,Triple-expansion steam engines; two shafts,1946,year,1960,Operational,Decommissioned,Retired or disposed; exact fate open,2300,,114,,Two 102 mm guns; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy ASW escort,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Loch-class_frigate,Personal name assigned from the Loch/Bay roster or its period-correct continuation; pennant F249 remains the registry identifier.
BRI-00133,Britain,Royal Navy,Loch Killin,HMS,F250,HMS Loch Killin,Loch/Bay,Frigate,ASW frigate,Triple-expansion steam engines; two shafts,1946,year,1960,Operational,Decommissioned,Retired or disposed; exact fate open,2300,,114,,Two 102 mm guns; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy ASW escort,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Loch-class_frigate,Personal name assigned from the Loch/Bay roster or its period-correct continuation; pennant F250 remains the registry identifier.
BRI-00134,Britain,Royal Navy,Loch Lomond,HMS,F251,HMS Loch Lomond,Loch/Bay,Frigate,ASW frigate,Triple-expansion steam engines; two shafts,1946,year,1961,Operational,Decommissioned,Retired or disposed; exact fate open,2300,,114,,Two 102 mm guns; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy ASW escort,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Loch-class_frigate,Personal name assigned from the Loch/Bay roster or its period-correct continuation; pennant F251 remains the registry identifier.
BRI-00135,Britain,Royal Navy,Loch More,HMS,F252,HMS Loch More,Loch/Bay,Frigate,ASW frigate,Triple-expansion steam engines; two shafts,1946,year,1961,Operational,Decommissioned,Retired or disposed; exact fate open,2300,,114,,Two 102 mm guns; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy ASW escort,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Loch-class_frigate,Personal name assigned from the Loch/Bay roster or its period-correct continuation; pennant F252 remains the registry identifier.
BRI-00136,Britain,Royal Navy,Loch Quoich,HMS,F253,HMS Loch Quoich,Loch/Bay,Frigate,ASW frigate,Triple-expansion steam engines; two shafts,1946,year,1961,Operational,Decommissioned,Retired or disposed; exact fate open,2300,,114,,Two 102 mm guns; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy ASW escort,Britain,,Extrapolated hull,Naval transcript; class lineage and force table; https://en.wikipedia.org/wiki/Loch-class_frigate,Personal name assigned from the Loch/Bay roster or its period-correct continuation; pennant F253 remains the registry identifier.
BRI-00709,Britain,Royal Navy,Portchester Castle,HMS,K200,HMS Portchester Castle,Castle,Frigate,Ocean corvette,Triple-expansion steam engine; one shaft,1946,year,1972,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1060,,112,,One 102 mm gun; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy escort and close ASW,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Castle characteristics; https://en.wikipedia.org/wiki/Castle-class_corvette,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Castle roster or its period-correct continuation; pennant K200 remains the registry identifier."
BRI-00700,Britain,Royal Navy,Scarborough Castle,HMS,K191,HMS Scarborough Castle,Castle,Frigate,Ocean corvette,Triple-expansion steam engine; one shaft,1946,year,1970,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1060,,112,,One 102 mm gun; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy escort and close ASW,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Castle characteristics; https://en.wikipedia.org/wiki/Castle-class_corvette,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Castle roster or its period-correct continuation; pennant K191 remains the registry identifier."
BRI-00701,Britain,Royal Navy,Sherborne Castle,HMS,K192,HMS Sherborne Castle,Castle,Frigate,Ocean corvette,Triple-expansion steam engine; one shaft,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1060,,112,,One 102 mm gun; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy escort and close ASW,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Castle characteristics; https://en.wikipedia.org/wiki/Castle-class_corvette,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Castle roster or its period-correct continuation; pennant K192 remains the registry identifier."
BRI-00702,Britain,Royal Navy,Tintagel Castle,HMS,K193,HMS Tintagel Castle,Castle,Frigate,Ocean corvette,Triple-expansion steam engine; one shaft,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1060,,112,,One 102 mm gun; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy escort and close ASW,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Castle characteristics; https://en.wikipedia.org/wiki/Castle-class_corvette,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Castle roster or its period-correct continuation; pennant K193 remains the registry identifier."
BRI-00703,Britain,Royal Navy,Wolvesey Castle,HMS,K194,HMS Wolvesey Castle,Castle,Frigate,Ocean corvette,Triple-expansion steam engine; one shaft,1946,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1060,,112,,One 102 mm gun; 40 mm and 20 mm antiaircraft guns; Squid and depth charges,Convoy escort and close ASW,Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Castle characteristics; https://en.wikipedia.org/wiki/Castle-class_corvette,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the Castle roster or its period-correct continuation; pennant K194 remains the registry identifier."
BRI-00022,Britain,Royal Navy,Theseus,HMS,R64,HMS Theseus,Colossus,Light/assault carrier,Light fleet carrier,Oil-fired geared steam turbine,1946,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,18600,,1300,48,Forty-eight aircraft; 40 mm and 20 mm antiaircraft guns,Light fleet carrier,Britain,,Explicit canon,Naval transcript § British carriers,Historical class assignment; alternate survival and retirement remain setting canon or extrapolation.
BRI-00023,Britain,Royal Navy,Triumph,HMS,R16,HMS Triumph,Colossus,Light/assault carrier,Light fleet carrier,Oil-fired geared steam turbine,1946,year,1961,Operational,Decommissioned,Retired or disposed; exact fate open,18600,,1300,48,Forty-eight aircraft; 40 mm and 20 mm antiaircraft guns,Light fleet carrier,Britain,,Explicit canon,Naval transcript § British carriers,Historical class assignment; alternate survival and retirement remain setting canon or extrapolation.
