"video_id","title","duration","duration_seconds","upload_date","url","caption_status","word_count","words_per_minute","sentence_count","mean_sentence_words","question_marks","transitions_per_1000","uncertainty_per_1000","navigation_per_1000","examples_per_1000","negations_per_1000","archetype"
"oXUKxYoCQ_I","How France Destroyed 60 Panzers in 1 Day (Dompaire '44)","16:34","994","NA","https://www.youtube.com/watch?v=oXUKxYoCQ_I","unavailable","0","","0","","0","","","","","","campaign narrative"
"LrnsFmwiV_M","Why America's Nuclear Army Failed | Pentomic","15:44","944","NA","https://www.youtube.com/watch?v=LrnsFmwiV_M","available","2330","148.1","","","0","14.6","4.7","1.3","0.4","6.9","problem/explanation"
"DewRNuG4ETY","NEW U.S. Space Force Ranks (Design & Origins)","8:09","489","NA","https://www.youtube.com/watch?v=DewRNuG4ETY","available","1274","156.3","","","0","13.3","4.7","5.5","0.8","3.1","historical evolution"
"ulPO_PRtqj8","China's Amphibious Warfare Forces (2021)","7:18","438","NA","https://www.youtube.com/watch?v=ulPO_PRtqj8","available","1019","139.6","49","20.8","0","10.8","6.9","5.9","1.0","2.9","general explainer"
"P-EY-6YHG_0","Guide to Russia's Armored Artillery","15:40","940","NA","https://www.youtube.com/watch?v=P-EY-6YHG_0","available","2413","154.0","","","0","13.3","2.9","3.3","0.8","2.9","equipment/force guide"
"8u2U_vL4Uls","Origins of the Gunnery Sergeant","8:21","501","NA","https://www.youtube.com/watch?v=8u2U_vL4Uls","available","1476","176.8","73","20.2","2","13.6","6.1","2.0","3.4","1.4","historical evolution"
"t-7v9jQEt6w","Tank Killer: Tactical Guide to the Javelin Missile","9:46","586","NA","https://www.youtube.com/watch?v=t-7v9jQEt6w","available","1567","160.4","","","0","17.9","5.1","3.2","1.9","4.5","equipment/force guide"
"rWgcvkjdgTU","U.S. Airborne Demolition Doctrine on D-Day","9:47","587","NA","https://www.youtube.com/watch?v=rWgcvkjdgTU","available","1627","166.3","","","0","10.4","4.3","4.3","0.0","1.8","doctrine/tactics"
"AnfPlgajZc0","The Soviet Warcycles of WW2","12:29","749","NA","https://www.youtube.com/watch?v=AnfPlgajZc0","available","1947","156.0","","","0","8.7","4.1","6.2","2.1","0.0","general explainer"
"dvQCXFMgyiI","Origin of the Lance Corporal (USMC)","7:42","462","NA","https://www.youtube.com/watch?v=dvQCXFMgyiI","available","1357","176.2","","","0","16.9","5.2","2.2","0.0","5.2","general explainer"
"j7G8siqe4d0","Why South Korea's Rifle Squad is Getting Smaller","9:00","540","NA","https://www.youtube.com/watch?v=j7G8siqe4d0","available","1540","171.1","","","0","18.8","7.1","2.6","1.9","5.8","problem/explanation"
"TP0_P1f9jhU","Guide to Vietnam's Modern Infantry Squad","1:14","74","NA","https://www.youtube.com/watch?v=TP0_P1f9jhU","available","197","159.7","","","0","10.2","0.0","10.2","0.0","0.0","organization"
"nmiIqONvHeQ","Recon with Tanks? (U.S. Armored Cavalry Explained)","14:14","854","NA","https://www.youtube.com/watch?v=nmiIqONvHeQ","available","2306","162.0","","","0","8.7","2.6","4.8","0.9","3.5","general explainer"
"726jGATTrvU","Guide to SWEDEN's Armored Force","18:26","1106","NA","https://www.youtube.com/watch?v=726jGATTrvU","available","2885","156.5","136","21.2","0","9.7","7.6","6.9","2.1","2.4","equipment/force guide"
"bGKHiqjaa6Y","Japan’s New Rapid Deployment Forces [Explained]","14:00","840","NA","https://www.youtube.com/watch?v=bGKHiqjaa6Y","available","2278","162.7","","","0","11.0","4.8","3.1","0.0","2.6","general explainer"
"tuEJGyHrSlM","Strykers: U.S. Army Medium Infantry [Explained]","17:24","1044","NA","https://www.youtube.com/watch?v=tuEJGyHrSlM","available","2810","161.5","","","0","10.0","5.7","2.8","2.8","5.0","general explainer"
"z7qvvc1-FWY","How the Soviets Built the World’s First Airborne (VDV)","16:23","983","NA","https://www.youtube.com/watch?v=z7qvvc1-FWY","available","1875","114.4","","","0","1.6","1.1","1.6","0.5","0.5","general explainer"
"5d5_65NM1tY","China's New Armored Brigades [Explained]","11:10","670","NA","https://www.youtube.com/watch?v=5d5_65NM1tY","available","1683","150.7","","","0","8.3","8.9","5.3","1.2","3.6","general explainer"
"B06kuFF5R3A","What the Future of U.S. Navy Air Power Looks Like","12:21","741","NA","https://www.youtube.com/watch?v=B06kuFF5R3A","available","1992","161.3","","","0","14.6","7.5","5.0","0.0","2.5","general explainer"
"n-dfD5em5QE","How the Airborne Protected the Little Rock Nine","12:03","723","NA","https://www.youtube.com/watch?v=n-dfD5em5QE","available","1940","161.0","","","0","12.9","2.6","5.7","0.0","3.1","doctrine/tactics"
"ZRTWwjv1fnI","101st Airborne Helmet Markings [Explained]","8:24","504","NA","https://www.youtube.com/watch?v=ZRTWwjv1fnI","available","1348","160.5","","","0","8.9","2.2","8.2","0.0","3.0","general explainer"
"7tu532YfHq4","Britain's Armoured Artillery (WW2)","14:22","862","NA","https://www.youtube.com/watch?v=7tu532YfHq4","available","2485","173.0","","","0","12.5","2.8","6.0","1.2","2.4","general explainer"
"udSBQTtwYKI","U.S. Navy Enlisted Ranks (WW2)","16:11","971","NA","https://www.youtube.com/watch?v=udSBQTtwYKI","available","2766","170.9","","","0","11.9","2.2","21.3","1.4","2.2","general explainer"
"uwI4tuJCpPY","U.S. Army Rank Insignia of the Vietnam War (1965-1975)","12:49","769","NA","https://www.youtube.com/watch?v=uwI4tuJCpPY","available","1516","118.3","","","0","0.7","0.0","5.3","0.0","2.0","general explainer"
"zqXFDgVEQZU","In-Betweeners: Origin of the Warrant Officer (US)","13:24","804","NA","https://www.youtube.com/watch?v=zqXFDgVEQZU","available","2351","175.4","","","0","18.3","3.0","7.7","0.9","4.3","general explainer"
"oI0G8BHqE0M","What is a Platoon? (Origins and Examples)","16:21","981","NA","https://www.youtube.com/watch?v=oI0G8BHqE0M","unavailable","0","","0","","0","","","","","","historical evolution"
"ffClJPGhFdI","Maple Fury: Canada's Mechanized Infantry Explained","17:05","1025","NA","https://www.youtube.com/watch?v=ffClJPGhFdI","available","2812","164.6","","","0","9.6","3.9","8.5","0.7","1.8","general explainer"
"A8l38U5Gb34","Evolution of the Modern USMC Squad (Cold War to Future)","15:05","905","NA","https://www.youtube.com/watch?v=A8l38U5Gb34","available","2570","170.4","","","0","9.3","8.2","7.4","0.8","3.5","historical evolution"
"dLbeMy74F8U","Evolution of the USMC Squad (WW1 to WW2)","15:09","909","NA","https://www.youtube.com/watch?v=dLbeMy74F8U","available","2781","183.6","","","0","12.2","8.3","6.1","0.0","5.0","historical evolution"
"YVy5lYi57GE","Laborwave '90: Guide to East German Infantry Units","12:23","743","NA","https://www.youtube.com/watch?v=YVy5lYi57GE","available","2156","174.1","102","21.1","1","12.5","8.8","4.2","0.5","3.7","organization"
"_ybxbmZPkLw","Dragon Rising: Guide to China's Modern Infantry Squads | Organization","12:15","735","NA","https://www.youtube.com/watch?v=_ybxbmZPkLw","available","2063","168.4","","","0","14.5","7.8","3.4","0.0","2.4","organization"
"u6mR8Rkprqg","E-4 Mafia: Origin of the Specialist (US Army)","8:10","490","NA","https://www.youtube.com/watch?v=u6mR8Rkprqg","available","1452","177.8","","","0","20.7","1.4","8.3","2.1","6.9","general explainer"
"felcqDnfrGA","Motostrelki '22: Russian Infantry Tactics & Structure","15:15","915","NA","https://www.youtube.com/watch?v=felcqDnfrGA","available","2597","170.3","","","0","6.9","6.2","7.3","1.2","1.5","doctrine/tactics"
"wHxqsSzWY64","Why Officers Are Called “The Brass” (and other Rank Myths)","9:16","556","NA","https://www.youtube.com/watch?v=wHxqsSzWY64","unavailable","0","","0","","0","","","","","","problem/explanation"
"qX3-oehjkvw","How U.S. Army Tank Units Fought in WW2","16:51","1011","NA","https://www.youtube.com/watch?v=qX3-oehjkvw","available","2842","168.7","","","0","12.7","9.5","6.3","1.4","3.5","doctrine/tactics"
"etRrNETXVc0","Why Silver Outranks Gold (in the U.S. Military)","6:40","400","NA","https://www.youtube.com/watch?v=etRrNETXVc0","available","1249","187.3","","","0","28.8","0.0","13.6","0.8","9.6","problem/explanation"
"G4FxssXZC28","Tsar of Battle: Late WW2 Soviet Artillery Doctrine","20:28","1228","NA","https://www.youtube.com/watch?v=G4FxssXZC28","available","3428","167.5","","","0","9.3","5.8","7.0","0.9","3.2","doctrine/tactics"
"wYfYLpCo20s","U.S. Army Rank Insignia of WW2","11:30","690","NA","https://www.youtube.com/watch?v=wYfYLpCo20s","available","1872","162.8","","","0","12.3","1.6","14.4","0.5","1.1","general explainer"
"jSiTohahL7k","Soviet Stormtroopers: WW2 Submachine Gun Tactics","15:26","926","NA","https://www.youtube.com/watch?v=jSiTohahL7k","available","2688","174.2","","","0","10.0","6.7","0.7","1.5","2.6","doctrine/tactics"
"iB2IfSBZlF4","U.S. Marine Rank Insignia of WW2","9:44","584","NA","https://www.youtube.com/watch?v=iB2IfSBZlF4","available","1569","161.2","","","0","7.0","0.6","12.1","1.9","1.9","general explainer"
"-gqCFdAAdHM","Guide to U.S. Army Ranger Units & Weapons on D-Day","9:27","567","NA","https://www.youtube.com/watch?v=-gqCFdAAdHM","available","1652","174.8","","","0","9.7","6.1","7.9","0.6","2.4","organization"
"b2Jwhe-BDKQ","Evolution of the U.S. Army Rifle Squad (100+ Years)","14:31","871","NA","https://www.youtube.com/watch?v=b2Jwhe-BDKQ","available","2283","157.3","","","0","12.7","2.2","3.9","0.4","2.6","historical evolution"
"hIaurYLE2Us","U.S. Army Rifle Platoon (WW1)","8:15","495","NA","https://www.youtube.com/watch?v=hIaurYLE2Us","available","1433","173.7","","","0","9.1","1.4","7.0","0.7","3.5","organization"
"F0AefChqs5c","Germany's First Assault Rifle Units Explained","8:35","515","NA","https://www.youtube.com/watch?v=F0AefChqs5c","available","1503","175.1","","","0","6.0","7.3","4.7","1.3","6.7","organization"
"6TNpPjMPVK0","U.S. Army & USMC Ammo Loads (WW2)","9:54","594","NA","https://www.youtube.com/watch?v=6TNpPjMPVK0","available","1691","170.8","","","0","11.2","9.5","0.6","0.6","3.0","general explainer"
"O-F21py7-Y8","U.S. Marine Rifle Squad (WW2)","10:43","643","NA","https://www.youtube.com/watch?v=O-F21py7-Y8","available","1716","160.1","","","0","9.3","4.1","4.1","1.2","2.9","organization"
